鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
永康區,房地(土地+建物),臺南市永康區復國二路３０３巷１７號,73.71,住,,,1150101,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0820903,165.87,5,2,4,有,無,15800000,95255,,0.0,0,頂樓加蓋；其他增建；,RPSNMLOKJHLGFKD68DA,148.77,0.0,17.1,無,0034
永康區,房地(土地+建物),臺南市永康區大武街６６號六樓之２,13.04,住,,,1150108,土地1建物1車位0,六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830803,133.41,4,2,2,有,有,6800000,50971,,0.0,0,,RPTOMLLLJHLGFKD68DA,88.33,1.36,10.38,有,
新營區,土地,民族段436地號,4.78,商,,,1150112,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1500000,313808,,0.0,0,畸零地或有合併使用效益；,RPQNMLQLJHLGFDD18EA,0.0,0.0,0.0,無,
後壁區,土地,嘉苳段185地號,501.57,,鄉村區,乙種建築用地,1150122,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4200000,8374,,0.0,0,,RPPNMLQLJHLGFED18EA,0.0,0.0,0.0,無,
關廟區,土地,深坑子段766-67地號,32.0,,一般農業區,農牧用地,1150115,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,338800,10588,,0.0,0,,RPWOMLLLIIKGFID78EA,0.0,0.0,0.0,無,
中西區,房地(土地+建物),臺南市中西區中成路１８號九樓之１０,2.97,商,,,1150109,土地1建物1車位0,九層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860127,37.68,1,0,1,有,有,3700000,98195,,0.0,0,其他增建；,RPXNMLMLJHLGFAD08DA,21.39,0.0,5.06,有,0035
北區,房地(土地+建物),臺南市北區開元路６８巷３弄１３號,55.0,住,,,1150108,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0550000,68.0,3,2,2,有,無,3800000,55882,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPVNMLNLJHLGFAD97DA,68.0,0.0,0.0,無,
安南區,土地,頂安段32地號,23.15,都市：其他:主要計畫道路用地,,,1150109,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,350000,15119,,0.0,0,包含公共設施保留地用地；,RPRNMLPKJHLGFBD77DA,0.0,0.0,0.0,無,0036
安南區,土地,頂安段32-1地號,8.13,都市：其他:道路用地,,,1150109,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,123000,15129,,0.0,0,包含公共設施保留地用地；,RPSNMLPKJHLGFBD87DA,0.0,0.0,0.0,無,
安南區,土地,頂安段32-2地號,7.85,都市：其他:道路用地,,,1150109,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,118500,15096,,0.0,0,包含公共設施保留地用地；,RPTNMLPKJHLGFBD97DA,0.0,0.0,0.0,無,
南區,房地(土地+建物),臺南市南區新建路５５巷５之４號,38.01,住,,,1150113,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720803,93.36,3,2,2,有,無,3220000,34490,,0.0,0,,RPSNMLQKJHLGFCD08DA,77.3,0.0,8.95,無,
南區,建物,臺南市南區中華南路二段１７７巷３１號,0.0,,,,1150105,土地0建物1車位0,全,二層,透天厝,住家用,加強磚造,0751103,13.15,5,2,3,有,無,3240000,246388,,0.0,0,建物坐落地號：鹽埕段677-35地號；親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPQNMLMLJHLGFCD57DA,12.39,0.0,0.77,無,
東區,房地(土地+建物),臺南市東區勝利路５０號七樓之１２,4.73,住,,,1150109,土地3建物1車位0,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830208,32.9,1,0,1,有,有,2900000,88146,,0.0,0,,RPTNMLMLJHLGFCD87DA,19.44,0.0,3.36,有,
東區,房地(土地+建物),臺南市東區光明街２０１巷２３弄８號,42.5,住,,,1150101,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0741022,85.94,4,2,3,有,無,2500000,29090,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWNMLMLJHLGFCD18DA,80.97,0.0,4.98,無,0037
南區,房地(土地+建物),臺南市南區新興路４０５之３號,30.78,都市：其他:住宅區,,,1150106,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710430,110.92999999999999,3,2,2,有,無,3800000,34256,,0.0,0,,RPPNMLNLJHLGFCD57DA,76.1,0.0,10.47,無,
鹽水區,土地,下中段牛稠子小段313地號,1640.0,農,,,1150115,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2020000,1232,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLMLJHLGFDD57DA,0.0,0.0,0.0,無,
新營區,土地,新興段435-1地號,131.59,都市：其他:綠地,,,1150107,土地8建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2600000,19758,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；包含公共設施保留地用地；,RPRNMLMLJHLGFDD77DA,0.0,0.0,0.0,無,
新營區,土地,新東段593地號,12.3,住,,,1150115,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,655344,53280,,0.0,0,政府機關標讓售；,RPSNMLSLJHLGFDD48DA,0.0,0.0,0.0,無,
麻豆區,房地(土地+建物)+車位,臺南市麻豆區新興里新生南路３３巷１８號二樓之２,38.7,住,,,1150116,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,1120307,107.75999999999999,3,2,2,有,有,8600000,79807,一樓平面,0.0,0,含傢俱設備費；,RPUNMLTKJHLGFFD88DA,66.2,0.0,7.87,有,0038
佳里區,房地(土地+建物),臺南市佳里區六安里８鄰六合街１５號,120.24,住,,,1150104,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0770715,134.24,4,2,3,有,無,8600000,64064,,0.0,0,其他增建；,RPUNMLQLJHLGFGD78DA,131.56,2.68,0.0,無,
安定區,房地(土地+建物),臺南市安定區許中營８２之１２號三樓之７,25.82,,鄉村區,乙種建築用地,1150103,土地3建物1車位0,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1131127,82.59,2,2,2,有,有,7100000,85967,,0.0,0,,RPUOMLNKJHLGFHD58DA,52.97,0.0,3.15,有,
安定區,土地,中榮段159地號,90.89,,鄉村區,乙種建築用地,1150111,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4948920,54450,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPOOMLMLJHLGFHD97DA,0.0,0.0,0.0,無,
歸仁區,房地(土地+建物)+車位,臺南市歸仁區歸仁五路１７２號十二樓之１,29.27,住,,,1150101,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140113,145.10000000000002,2,2,2,有,有,16000000,112373,坡道平面,19.18,1850000,,RPQNMLTJJHLGFID68DA,75.37,0.0,6.64,有,
關廟區,房地(土地+建物),臺南市關廟區關新路二段６８５之８號,83.23,,一般農業區,甲種建築用地,1150101,土地3建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土構造,1090529,181.09,4,2,5,有,無,9000000,49699,,0.0,0,,RPQOMLMLJHLGFID28DA,166.14,0.0,14.91,無,
後壁區,土地,白沙屯段2898-1地號,2550.0,,特定農業區,農牧用地,1150105,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1912500,750,,0.0,0,,RPPNMLRLJHLGFED28EA,0.0,0.0,0.0,無,
白河區,土地,河保段1117地號,5396.79,農,,,1150112,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3346008,620,,0.0,0,,RPQNMLRLJHLGFED38EA,0.0,0.0,0.0,無,
北門區,土地,三寮灣段1797地號,178.56,,一般農業區,養殖用地,1150109,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,500000,2800,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLMLJHLGFGD97EA,0.0,0.0,0.0,無,
新化區,土地,山腳段44-1地號,138.0,,一般農業區,特定目的事業用地,1150112,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1242000,9000,,0.0,0,台電鐵塔用地協議價購；,RPPNMLSLJHLGFHD68EA,0.0,0.0,0.0,無,
新化區,土地,山腳段50-1地號,98.0,,一般農業區,特定目的事業用地,1150112,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,882000,9000,,0.0,0,台電鐵塔用地協議價購；,RPQNMLSLJHLGFHD78EA,0.0,0.0,0.0,無,
永康區,土地,保生段328地號,129.37,都市：其他:道路用地,,,1150122,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,950000,7343,,0.0,0,含地政士服務費10000元；包含公共設施保留地用地；,RPPNMLQLJHLGFKD78EA,0.0,0.0,0.0,無,0039
中西區,房地(土地+建物),臺南市中西區民族路二段５７巷１６號之９,15.76,商,,,1150110,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670418,34.96,1,1,1,有,無,3150000,90103,,0.0,0,陽台外推；,RPPPMLNLJHLGFAD57DA,34.96,0.0,0.0,無,0040
北區,房地(土地+建物),臺南市北區東豐路２２７巷２４弄１５號五樓之２,6.36,住,,,1150121,土地1建物1車位0,五層，通道,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0790518,24.63,1,1,1,有,有,1600000,64961,,0.0,0,,RPOOMLRLJHLGFAD77DA,18.06,2.51,0.0,有,
安南區,土地,港西段777地號,59.95,都市：其他:主要計畫道路用地,,,1150113,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,341741,5700,,0.0,0,協議價購；,RPPNMLMLJHLGFBD37DA,0.0,0.0,0.0,無,0041
安南區,土地,港西段777地號,173.58,都市：其他:主要計畫道路用地,,,1150113,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,989384,5700,,0.0,0,協議價購；,RPQNMLMLJHLGFBD47DA,0.0,0.0,0.0,無,0041
安南區,土地,港西段761地號,135.39,都市：其他:主要計畫道路用地,,,1150113,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,717567,5300,,0.0,0,協議價購；,RPOOMLNLJHLGFBD47DA,0.0,0.0,0.0,無,
東區,房地(土地+建物),臺南市東區崇善七街８巷１４號,41.0,住,,,1150115,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0820403,84.67,5,2,3,有,無,6700000,79131,,0.0,0,土地成交總價新台幣600萬元整建物成交總價新台幣70萬元整親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；其他增建；,RPVOMLLLJHLGFCD08DA,80.89,0.0,3.78,無,
南區,房地(土地+建物),臺南市南區新都路５２０巷６９號四樓之１,14.02,住,,,1150120,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0720204,78.23,2,1,1,有,有,3000000,38348,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLOLJHLGFCD67DA,50.97,0.0,5.49,有,
鹽水區,房地(土地+建物),臺南市鹽水區岸內里１５鄰和平路６５巷１號三樓之五,7.82,住,,,1150105,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850112,33.650000000000006,1,1,1,有,無,1050000,31204,,0.0,0,,RPQNMLTKJHLGFDD28DA,20.43,0.0,3.67,有,
新營區,房地(土地+建物),臺南市新營區南紙里南紙街５８號,77.4,住,,,1150105,土地1建物1車位0,全,二層,透天厝,住家用,磚造,0660815,92.93,3,2,2,有,無,2600000,27978,,0.0,0,土地增值稅由買方負擔頂樓加蓋；,RPRNMLQLJHLGFDD18DA,92.93,0.0,0.0,無,
白河區,土地,埤子頭段五汴頭小段266地號,605.62,,鄉村區,乙種建築用地,1150122,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1400000,2312,,0.0,0,持分地買賣瑕疵物件；,RPQNMLMLJHLGFED77DA,0.0,0.0,0.0,無,
六甲區,土地,龜子港段1204地號,684.0,,特定農業區,農牧用地,1150120,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1800000,2632,,0.0,0,,RPUNMLNLJHLGFFD38DA,0.0,0.0,0.0,無,
六甲區,土地,民權段907地號,16.75,住,,,1150112,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,162497,9701,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLQLJHLGFFD28DA,0.0,0.0,0.0,無,0043
麻豆區,土地,莊禮段270地號,2170.0,,特定農業區,農牧用地,1150113,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4100000,1889,,0.0,0,農作物；,RPPOMLRLJHLGFFD38DA,0.0,0.0,0.0,無,
學甲區,土地,興業段1068地號,7.98,工,,,1150108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,156000,19549,,0.0,0,持分買賣交易畸零地或有合併使用效益；,RPQNMLRKJHLGFGD38DA,0.0,0.0,0.0,無,0044
學甲區,土地,興業段1068地號,7.98,工,,,1150108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,156000,19549,,0.0,0,持分買賣交易畸零地或有合併使用效益；,RPRNMLRKJHLGFGD48DA,0.0,0.0,0.0,無,0044
學甲區,土地,興業段1068地號,15.96,工,,,1150108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,312000,19549,,0.0,0,持分交易畸零地或有合併使用效益；,RPTNMLRKJHLGFGD68DA,0.0,0.0,0.0,無,0044
學甲區,土地,興業段1068地號,15.96,工,,,1150108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,312000,19549,,0.0,0,持分交易畸零地或有合併使用效益；,RPVNMLRKJHLGFGD88DA,0.0,0.0,0.0,無,0044
學甲區,土地,興業段1068地號,47.88,工,,,1150108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,941200,19657,,0.0,0,持分交易畸零地或有合併使用效益；,RPWNMLRKJHLGFGD98DA,0.0,0.0,0.0,無,0044
佳里區,房地(土地+建物),臺南市佳里區忠仁里７鄰博愛街８４巷１１號,71.0,住,,,1150101,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0671125,116.05,4,2,3,有,無,4420000,38087,,0.0,0,陽台外推；其他增建；,RPWNMLQLJHLGFGD98DA,116.05,0.0,0.0,無,
新化區,土地,頂山腳段1621-2地號,66.0,,特定農業區,農牧用地,1150121,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,50000,758,,0.0,0,目前部分土地做道路使用,RPVNMLMLJHLGFHD58DA,0.0,0.0,0.0,無,0049
新化區,房地(土地+建物),臺南市新化區竹子２４７號之３５１二樓之３,7.46,,特定農業區,甲種建築用地,1150113,土地11建物1車位0,二層,七層,華廈(10層含以下有電梯),辦公用,鋼筋混凝土造,0830216,1.14,0,0,0,無,有,1500000,1315789,,0.0,0,公共設施：辦公室親友、員工、共有人或其他特殊關係間之交易；,RPSNMLRLJHLGFHD78DA,0.0,0.0,0.0,有,0050
關廟區,土地,山西段123-4地號,276.0,住,,,1150106,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,6887925,24956,,0.0,0,,RPUNMLMKJHLGFID48DA,0.0,0.0,0.0,無,
仁德區,土地,保甲段779地號,977.94,,一般農業區,農牧用地,1150102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4144000,4237,,0.0,0,農作物；,RPTNMLKLJHLGFID28DA,0.0,0.0,0.0,無,
楠西區,土地,保生段737-1地號,590.62,,一般農業區,水利用地,1150105,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4553680,7710,,0.0,0,政府機關標讓售；,RPQNMLQLJHLGFJD68DA,0.0,0.0,0.0,無,
永康區,土地,廣富段150-5地號,5509.23,,一般農業區,農牧用地,1150106,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,27000000,4901,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWNMLQJJHLGFKD56DA,0.0,0.0,0.0,無,
永康區,房地(土地+建物),臺南市永康區中山北路１６４巷４６號,84.82,住,,,1150119,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,0820305,190.26,5,3,3,有,無,2500000,13140,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLQLJHLGFKD98DA,172.72,0.0,17.54,無,
永康區,土地,大灣段7231地號,463.0,住,,,1150118,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,42000000,90713,,0.0,0,,RPXNMLQLJHLGFKD86DA,0.0,0.0,0.0,無,
六甲區,土地,甲南段437地號,161.71,住,,,1150113,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2900000,17933,,0.0,0,交易價格包含其他買賣登記案件標的之價格,RPQNMLNLJHLGFFD08EA,0.0,0.0,0.0,無,0051
西港區,土地,南海段387-7地號,56.97,住,,,1150113,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2753000,48324,,0.0,0,水利地承購；,RPPNMLSLJHLGFGD58EA,0.0,0.0,0.0,無,
南化區,土地,南化段1143地號,520.42,,山坡地保育區,農牧用地,1150105,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,140515,270,,0.0,0,,RPPNMLRLJHLGFJD78EA,0.0,0.0,0.0,無,
南化區,土地,南化段1150地號,1042.35,,山坡地保育區,農牧用地,1150105,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,281435,270,,0.0,0,,RPQNMLRLJHLGFJD88EA,0.0,0.0,0.0,無,
南化區,土地,南化段1152-1地號,986.0,,山坡地保育區,農牧用地,1150105,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,266220,270,,0.0,0,,RPRNMLRLJHLGFJD98EA,0.0,0.0,0.0,無,
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段３７９號十一樓之３,26.08,住,,,1150103,土地1建物1車位2,十一層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1040825,296.48,3,2,3,有,有,30000000,101187,坡道平面,67.72,0,,RPOPMLRJJHLGFAD67DA,150.06,0.0,17.66,有,0052
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段５０３號五樓之３,24.26,住,,,1150103,土地1建物1車位1,五層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1070202,243.34000000000003,4,2,2,有,有,22000000,90408,坡道平面,26.5,0,,RPUNMLQLJHLGFAD18DA,122.34,5.7,13.29,有,0053
北區,房地(土地+建物),臺南市北區開元路６６巷２９號三樓,31.25,都市：其他:住宅區,,,1150103,土地2建物1車位0,三層，電梯樓梯間,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700529,90.94,4,1,2,有,無,5000000,54981,,0.0,0,陽台外推；,RPWNMLQLJHLGFAD38DA,83.19,0.0,0.0,無,0054
中西區,土地,銀同段761地號,110.75,商,,,1150108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,7500000,67720,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLRLJHLGFAD87DA,0.0,0.0,0.0,無,
中西區,房地(土地+建物),臺南市中西區大同路一段４６巷５０號三樓之１１,9.07,商,,,1150106,土地2建物1車位0,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870706,32.510000000000005,1,1,1,有,有,4200000,129191,,0.0,0,土地售價新台幣 : 2100000元整建物售價新台幣 : 2100000元整,RPTNMLRLJHLGFAD18DA,21.56,0.0,2.15,有,0055
安南區,房地(土地+建物)+車位,臺南市安南區培安路３０５巷７號二樓之２,21.26,住,,,1150102,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101207,154.68,3,2,2,有,有,7000000,45255,坡道平面,30.18,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLRLJHLGFBD08DA,76.45,0.0,7.64,有,0056
安南區,土地,學南段111地號,822.83,工,,,1150116,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,10453800,12705,,0.0,0,,RPUNMLRLJHLGFBD38DA,0.0,0.0,0.0,無,0057
東區,房地(土地+建物),臺南市東區崇善路１７１號五樓之１,2.65,住,,,1150112,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800121,18.02,1,0,1,有,有,360000,19978,,0.0,0,,RPQNMLNLJHLGFCD67DA,11.08,0.0,0.0,有,
南區,房地(土地+建物),臺南市南區三官路１８３號二樓之２,9.49,住,,,1150116,土地3建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820813,62.52,4,2,1,有,無,2800000,44786,,0.0,0,陽台外推；,RPVNMLQLJHLGFCD48DA,39.0,0.78,8.03,有,
柳營區,房地(土地+建物),臺南市柳營區人和里５鄰忠得街１１號,280.59,住,,,1150109,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0720203,135.69,5,2,4,有,無,2000000,14739,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLKLJHLGFDD67DA,125.99,0.0,9.7,無,
新營區,土地,茄苳段1059-1地號,21.0,住,,,1150112,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,500000,23810,,0.0,0,,RPPNMLOLJHLGFDD77DA,0.0,0.0,0.0,無,
新營區,土地,太子段1503-4地號,4.0,農,,,1150116,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,31000,7750,,0.0,0,政府機關標讓售；,RPPNMLRLJHLGFDD08DA,0.0,0.0,0.0,無,
